Data da venda;Estado;Tarifa de venda e impostos (BRL);Tarifas de envio (BRL);Custo de envio com base nas medidas e peso declarados;Custo por diferenças nas medidas e no peso do pacote;Cancelamentos e reembolsos (BRL);Total (BRL);SKU
18 de janeiro de 2026 06:46 hs.;Cancelada pelo comprador;-49;-101,95;-101,95;;-275,17;0;4-CHIFRE-PT
18 de janeiro de 2026 03:49 hs.;Entregue;-13,45;-18,86;-18,86;;;84,63;20-PL027-MR
17 de janeiro de 2026 23:14 hs.;Entregue;-15,83;;;;;63,16;1-ALLEGRA-PT
17 de janeiro de 2026 23:00 hs.;Reclamação aberta para resolver até quarta-feira;-70,38;-105,45;-105,45;;;436,17;6-ALLEGRA-PT
17 de janeiro de 2026 22:09 hs.;Entregue;-55,77;-26,95;-26,95;;;402,27;6-ALLEGRA-PT
17 de janeiro de 2026 21:37 hs.;Entregue;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
17 de janeiro de 2026 21:29 hs.;Entregue;-63,32;-30,99;-30,99;;;252,64;1-ALLEGRA-PT
17 de janeiro de 2026 19:48 hs.;Cancelada pelo comprador;-37,91;-26,95;-26,95;;-264,83;0;4-ALLEGRA-PT
17 de janeiro de 2026 18:33 hs.;A caminho;-31,66;;;;;126,32;1-ALLEGRA-PT
17 de janeiro de 2026 18:03 hs.;A caminho;-15,83;;;;;63,16;1-ALLEGRA-PT
17 de janeiro de 2026 17:01 hs.;Entregue;-71,23;-161,44;-161,44;;;442,7;6-ALLEGRA-PT
17 de janeiro de 2026 16:05 hs.;A caminho;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
17 de janeiro de 2026 16:01 hs.;Reclamação aberta para resolver até quarta-feira;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
17 de janeiro de 2026 15:36 hs.;Etiqueta pronta para imprimir;-94,98;-281,4;-281,4;;;97,56;1-ALLEGRA-PT
17 de janeiro de 2026 15:13 hs.;Entregue;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
17 de janeiro de 2026 15:05 hs.;Entregue;-21,51;-22,45;-22,45;;;143,1;2-ALLEGRA-PT
17 de janeiro de 2026 14:54 hs.;Cancelada pelo comprador;-10,54;-14,07;-14,07;;-67,74;0;1-ALLEGRA-PT
17 de janeiro de 2026 14:54 hs.;Entregue;-112,48;-56,9;-56,9;;;808,62;6-ALLEGRA-PT
17 de janeiro de 2026 14:41 hs.;Entregue;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
17 de janeiro de 2026 14:29 hs.;Para entregar na coleta do dia 29 de janeiro;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
17 de janeiro de 2026 12:20 hs.;A caminho;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
17 de janeiro de 2026 12:06 hs.;A caminho;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
17 de janeiro de 2026 12:03 hs.;Para entregar na coleta de amanhã;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
17 de janeiro de 2026 11:30 hs.;A caminho;-74,68;-125,95;-125,95;;;448,72;6-ALLEGRA-PT
17 de janeiro de 2026 10:29 hs.;A caminho;-11,5;-14,07;-14,07;;;74,42;1-ALLEGRA-PT
17 de janeiro de 2026 10:04 hs.;Entregue;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
17 de janeiro de 2026 09:25 hs.;Entregue;-89,7;-28,45;-28,45;;;661,84;10-ALLEGRA-PT
17 de janeiro de 2026 09:18 hs.;Entregue;-89,7;-28,45;-28,45;;;661,84;10-ALLEGRA-PT
17 de janeiro de 2026 08:20 hs.;A caminho;-32,3;-22,45;-22,45;;;141,01;2-ALLEGRA-PT
17 de janeiro de 2026 08:14 hs.;Cancelada pelo comprador;-37,91;-26,95;-26,95;;-264,83;0;4-ALLEGRA-PT
17 de janeiro de 2026 06:47 hs.;Entregue;-11,67;;;;;33,32;1-MARMITA-001
16 de janeiro de 2026 23:06 hs.;Entregue;-11,67;;;;;33,32;1-MARMITA-001
16 de janeiro de 2026 22:33 hs.;Entregue;-11,67;;;;;33,32;1-MARMITA-001
16 de janeiro de 2026 22:30 hs.;Entregue;-11,67;;;;;33,32;1-MARMITA-001
16 de janeiro de 2026 21:48 hs.;A caminho;-37,91;-32,34;-32,34;;;259,44;4-ALLEGRA-PT
16 de janeiro de 2026 20:16 hs.;Entregue;-37,91;-32,34;-32,34;;;259,44;4-ALLEGRA-PT
16 de janeiro de 2026 18:40 hs.;Reclamação esperando resposta do comprador;-11,67;;;;;33,32;1-MARMITA-001
16 de janeiro de 2026 14:48 hs.;Entregue;-9,86;;;;;19,4;20-CABIDE-FINE
16 de janeiro de 2026 13:59 hs.;Entregue;-13,28;-18,76;-18,76;;;52,8;10-CXO005
16 de janeiro de 2026 12:57 hs.;Entregue;-13,28;-18,76;-18,76;;;52,8;10-CXO005
16 de janeiro de 2026 11:55 hs.;Entregue;-11,67;;;;;33,32;1-MARMITA-001
16 de janeiro de 2026 11:21 hs.;Entregue;-11,67;;;;;33,32;1-MARMITA-001
16 de janeiro de 2026 07:46 hs.;Entregue;-11,67;;;;;33,32;1-MARMITA-001
15 de janeiro de 2026 23:11 hs.;Cancelada pelo comprador;-29,9;-29,94;-29,94;;-200,16;0;2-ALLEGRA-PT
15 de janeiro de 2026 22:58 hs.;Cancelada pelo comprador;-29,9;-29,94;-29,94;;-200,16;0;2-ALLEGRA-PT
